Column1,timestamp_start,timestamp_end,name,artist,uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,EDA,HR,TEMP
626,1637702080,1637702095,Alone Time in the Jungle - Nostalgic Mix,The Godfathers Of Deep House SA,spotify:track:6bkp4NuCyXzz3oMcFMw03n,afro house,0.762,0.476,8,-15.445,0,0.0502,0.00705,0.91,0.0684,0.443,115.007,4,0.00148996,-1.535178571,-0.014284444
627,1637702110,1637702125,"Udaari - From ""Udaari""",Hadiqa Kiani,spotify:track:4SpIinYuQTz0bAKOTywjtz,ghazal,0.471,0.45,1,-14.607,1,0.0432,0.198,0,0.176,0.477,80.233,4,0.004927702,0.224138883,-0.04059838
628,1637702141,1637702156,African Skank,Prince Francis,spotify:track:32iRlnTSf1w7i5X2zLhaCF,vintage reggae,0.797,0.794,6,-9.379,1,0.0638,0.275,0.00707,0.165,0.792,103.536,4,-0.008857358,1.308638889,0.022142362
629,1637702171,1637702187,My Jesus I Love Thee,Paul Baloche,spotify:track:6lnVDp9c1uCKZ3WVrxTr3B,french worship,0.438,0.382,4,-8.664,1,0.0265,0.686,0,0.11,0.246,154.09,4,-0.00997157,-2.325000017,-0.016866945
630,1637702202,1637702217,Metal Avenger,Thor,spotify:track:6juXn73En2jxnsLg0Mw6bs,vancouver metal,0.366,0.934,11,-8.589,0,0.0692,0.000131,0.263,0.374,0.605,173.091,4,-0.002517854,2.49413883,0.021480324
631,1637702233,1637702248,"You Call It Love - From ""L'?tudiante""",Vladimir Cosma,spotify:track:0d3NR4g8R49BR8viMx8FvW,vintage chanson,0.511,0.444,8,-8.743,1,0.0271,0.68,0.00000107,0.0988,0.352,174.149,4,-0.000224913,3.867448492,0.01283912
632,1637702263,1637702278,How Old Are You,Miko Mission,spotify:track:2VI6jntbyMn5oO8axewaA0,italian disco,0.671,0.652,1,-9.792,0,0.0311,0.0000578,0.56,0.0572,0.601,114.755,4,-8.38621E-05,-0.389315469,0.000485417
633,1637702294,1637702309,Long Time Ago,All Folk'd Up,spotify:track:7Cn7DfKD1FT9GPIxLN2I7J,irish folk,0.371,0.832,7,-3.247,0,0.0398,0.0321,0,0.308,0.663,154.993,4,0.000868601,2.315722198,-0.007240231
634,1637702324,1637702339,En rock i Velinga,Eddie Meduza,spotify:track:1FQ6Lmrg4r29zpBKZFUgBa,classic garage rock,0.478,0.725,10,-5.326,1,0.285,0.75,0,0.439,0.909,189.634,4,-0.000203262,1.067976183,-0.004258194
635,1637702354,1637702370,Rock It - Original Mix,oneBYone,spotify:track:1IvjafuhEWcn0bBQ5NV0po,belarusian rock,0.535,0.946,2,-2.272,1,0.0736,0.000319,0.841,0.33,0.274,87.483,4,0.000146767,-4.315952415,0.005407361
636,1637702385,1637702400,Above Lucium,D??th,spotify:track:7gYrnDAdKEr7ews49VXjPL,progressive thrash,0.497,0.975,7,-4.42,1,0.11,0.000236,0.0784,0.19,0.531,75.033,4,-0.000446127,-3.165996037,0.007822963
637,1637702415,1637702431,Stappen In Olde Pekela,The Dutch Boys,spotify:track:6YPBOEt9pWK47najrk6Z68,pirate,0.771,0.517,5,-12.073,1,0.0724,0.613,0,0.223,0.82,117.872,4,0.000234284,-0.524910716,0.008399306
638,1637702446,1637702461,Blues and Sentimental,Jay McShann,spotify:track:4qQbE6Tt52WWV2rpE7OZI9,jump blues,0.486,0.0669,10,-19.185,1,0.0472,0.957,0.765,0.11,0.365,148.227,3,0.000281038,0.09980556,-0.002868056
639,1637702476,1637702491,Tune- Way Down Yonder In New Orleans,Dutch Swing College Band,spotify:track:7eKZZ0SQJLPyeM0GwHR2Ba,new orleans rap,0.579,0.783,0,-8.538,1,0.0726,0.647,0.891,0.361,0.937,117.995,4,-0.000137211,0.870684519,-0.004748889
640,1637702507,1637702522,EDM A Cappella Mashup (Good Feeling / Clarity / Outside / Levels / Runaway [U & I] / Blackout / Enjoy the Ride),BYU Vocal Point,spotify:track:21En3O6PFUqVhIGCwfLLio,christian a cappella,0.663,0.491,2,-6.668,0,0.0385,0.0309,0.00000278,0.145,0.329,127.984,4,0.000724906,-0.332482139,0.003275741
641,1637702537,1637702552,Oh No,Gogol Bordello,spotify:track:1NgQm15O0jqt7zNNptC7co,gypsy punk,0.473,0.874,11,-4.551,0,0.137,0.0247,0,0.0581,0.781,129.704,4,0.001293694,-0.53488095,-0.005175556
642,1637702568,1637702583,Come Undone,Duran Duran,spotify:track:0yfNXxlyXdmP0ue1iJijx1,synthpop,0.542,0.793,8,-8.203,1,0.053,0.0423,0.00000395,0.0814,0.708,173.931,4,-0.001503985,0.170837305,-0.007034398
643,1637702598,1637702614,Breath - Original Mix,Moonwalk,spotify:track:7oCGv7HDslUN9Kqx1EU0s5,melodic techno,0.858,0.478,4,-9.72,1,0.071,0.00686,0.861,0.0577,0.737,121.994,4,0.001254106,-0.21985119,-0.012147083
644,1637702629,1637702644,No Me Pidas Que No Sea Un Inconsciente - Remastered 2017,Andr?s Calamaro,spotify:track:78Rx7uNxcXP1FIVMiKn37y,r and b argentino,0.445,0.469,7,-6.601,1,0.0302,0.473,0.00000231,0.194,0.35,79.131,5,0.000627201,-0.052694453,-0.003594907
645,1637702659,1637702674,Love and Unity,Kid Moxie,spotify:track:44cIgV7JrjQMs57tOtzKic,solipsynthm,0.748,0.754,7,-7.233,1,0.0684,0.00695,0.104,0.0688,0.674,121.033,4,-0.000894424,-0.127113105,0.015288472
646,1637702690,1637702705,Overdrive,Catalano,spotify:track:78qBNqEnR4PenHU4qzSd6h,metal catala,0.463,0.926,2,-5.607,0,0.0315,0.000101,0.0000339,0.269,0.22,100.012,4,0.002484641,0.562795636,-0.011665463
647,1637702720,1637702735,There's Always Something There to Remind Me,Lou Johnson,spotify:track:1zc9G4b4zbRptS59Lg8VZu,northern soul,0.559,0.47,10,-8.163,1,0.0612,0.472,0,0.0742,0.741,77.858,4,0.0012474,0.405505968,0.01490875
648,1637702751,1637702766,Sultans of Swing,Leo Giannetto's Jazz Project,spotify:track:6c6XUrwnDF0ltAYZZNX8GY,galician jazz,0.487,0.548,2,-9.299,0,0.0361,0.816,0.00457,0.0895,0.584,98.62,3,0.001397675,-0.196111113,-0.029875001
649,1637702782,1637702797,Peace of Heart,Chakra Balancing Sound Therapy,spotify:track:2GXX36AWDC9ZT7wiArLlCb,chakra,0.244,0.146,7,-25.567,1,0.0484,0.929,0.946,0.13,0.0359,92.564,4,-0.00320893,-0.07439882,-0.011092361
650,1637702812,1637702827,Offline,Diljit Dosanjh,spotify:track:706gHej9w5VoOCHVOkgHRs,punjabi pop,0.731,0.487,8,-7.63,0,0.0464,0.629,0,0.089,0.45,94.999,4,-0.000245908,0.240535712,0.009573333
651,1637702842,1637702858,carlos ? m?linni / /,bagdad brothers,spotify:track:0nuTFyl4xKhZVc9k8VzyyJ,icelandic jazz,0.47,0.394,3,-7.952,1,0.0273,0.327,0.0186,0.0943,0.115,147.529,5,0.000332562,-0.376918657,0.007416204
652,1637702873,1637702888,Same Ole Love (365 Days a Week),Anita Baker,spotify:track:2CUvuqA2cKeHcWLM4fGseG,jazz rap,0.562,0.731,3,-9.374,1,0.0516,0.102,0.0000267,0.0461,0.758,192.079,4,0.001091713,-0.199732144,-0.012930139
653,1637702903,1637702919,Just One Second - Apex VIP,London Elektricity,spotify:track:2M06E8N1mtLfQJU1ghpxKo,drum and bass,0.395,0.91,11,-4.906,1,0.0488,0.000283,0.0606,0.188,0.0709,172.988,4,0.000669183,0.493136903,-0.006574306
654,1637702934,1637702949,Leaning on the Everlasting Arms,Scandinavian Metal Praise,spotify:track:5pzQxZ33n3fAAVkgBqTLZW,symphonic power metal,0.469,0.983,4,-1.861,1,0.145,0.00000645,0.00017,0.706,0.398,130.019,4,0.007694169,0.457113092,-0.002864861
655,1637702965,1637702980,Just Take A Pill,Mat Weasel Busters,spotify:track:0iCLOg1pYyj23SMBd1xIYA,tekno,0.56,0.998,10,0.221,0,0.11,0.000544,0.0964,0.0713,0.252,180.047,4,0.000658991,-1.050896837,0.001110417
656,1637702995,1637703010,Incorrective Unconsciousness,Lord Snow,spotify:track:7IbHGJvBW64ZHOx1686rgQ,emoviolence,0.284,0.995,9,-5.999,0,0.18,0.000244,0.0281,0.643,0.0516,88.79,4,0.004626812,-0.683541662,-0.010336111
657,1637703026,1637703041,I Woke Up This Morning,Lightnin' Hopkins,spotify:track:02R4zhRHgWqk0wFeRSh1Qj,texas blues,0.585,0.2,4,-16.706,1,0.0379,0.859,0.198,0.0988,0.414,108.215,4,0.002822426,1.572210309,-0.019197731
658,1637703057,1637703072,Et Hav Af Udstrakte H?nder,Rasmus Walter,spotify:track:7C5MIlFWNwy43tkLT98JkC,danish pop,0.54,0.486,4,-8.371,0,0.0354,0.00458,0,0.113,0.221,118.031,4,0.002934778,0.329773807,0.012118102
659,1637703087,1637703102,Lintu ja lapsi - L'oiseau et l'enfant,Katri Helena,spotify:track:37XClziXOElvG3QZ97Kwte,classic iskelma,0.66,0.354,3,-11.996,1,0.0847,0.713,0,0.346,0.634,121.028,4,9.95759E-05,-0.989166678,0.001490278
660,1637703118,1637703133,Ihanet,Punkat,spotify:track:0o6e4Rt26MiOCIz80H66sX,turkish punk,0.58,0.913,0,-4.781,1,0.0306,0.000896,0.174,0.213,0.486,159.997,4,0.001048818,-1.005779756,0.014722546
661,1637703148,1637703164,I Don't Wanna Be a Rich,Guilty Razors,spotify:track:2ptNDxHwXeF73fNSDGEXF8,early french punk,0.279,0.857,0,-7.121,1,0.0571,0.0000204,0,0.0793,0.364,179.901,4,0.001927804,1.776369037,-0.023837083
662,1637703179,1637703194,Hip Hop Internacional,Asilo 38,spotify:track:7EsH5WcdF62l0FM19ucZS1,colombian hip hop,0.617,0.584,10,-10.986,0,0.476,0.105,0,0.0995,0.893,91.993,4,0.000506691,0.480583352,0.001143519
663,1637703209,1637703224,Odotin pitk?n illan,Esko Rahkonen,spotify:track:5i18KntF8O0tnd51nSRRts,finnish tango,0.465,0.374,4,-11.383,0,0.0336,0.911,0.00523,0.141,0.629,115.238,4,0.00386632,-1.953214301,0.000668056
664,1637703240,1637703255,Studebaker Lark Automobile,Old Time Radio,spotify:track:5eXA3m2HtuS62lvvZsnQMc,vintage old time,0.788,0.494,5,-11.076,1,0.497,0.988,0.0019,0.611,0.949,114.274,4,0.000703663,0.772313505,-0.009768055
665,1637703270,1637703285,If I Don't Make It Back,Tracy Lawrence,spotify:track:0T8ynQex2Kac6tBozo8M7a,arkansas country,0.502,0.476,5,-7.521,1,0.0357,0.713,0.00000529,0.159,0.322,146.34,4,-0.001710764,0.822351179,0.003312222
666,1637703301,1637703316,A me me piace 'o blues - Live,Pino Daniele,spotify:track:3m55N0LaqIdnjcmX0ueO6f,italian blues,0.704,0.81,2,-10.743,1,0.0603,0.69,0.0178,0.96,0.521,112.981,4,-0.001658857,-0.904789702,0.000469213
667,1637703331,1637703346,Improvisation on Selma - Live,Ran Blake,spotify:track:3d2yhw9PdOgcOWk7aVVKeq,free improvisation,0.642,0.00396,2,-24.024,1,0.0778,0.977,0.585,0.111,0.174,107.314,3,0.000255801,-0.845565476,-0.001925972
668,1637703362,1637703377,Usahay,Pilita Corrales,spotify:track:03LSFJNL1hQKIOfzNwKpUf,kundiman,0.399,0.518,10,-7.383,1,0.0301,0.6,0.000563,0.0819,0.331,98.475,3,0.00086332,1.305666656,0.009851852
669,1637703392,1637703408,Serenading White Dove in the Distance,Jessita Reyes,spotify:track:5vLKg7j4uk4nWtDhFiY1d4,native american flute,0.227,0.0658,4,-24.928,0,0.0454,0.989,0.616,0.252,0.047,115.98,5,0.044463547,0.893630955,0.003943333
670,1637703423,1637703438,Over and Over,Black Merda!,spotify:track:7AJZ4MBTyPEk7urvvE29Jk,psychedelic folk,0.602,0.537,4,-10.704,1,0.0344,0.527,0.506,0.59,0.648,82.825,4,0.000815738,-0.574916656,0.006196759
671,1637703454,1637703469,Deep & Wide,St. John's Children's Choir,spotify:track:4lSpZIaEr2IUs3lG8HsJqO,vbs,0.878,0.379,10,-15.024,1,0.0441,0.863,0.0327,0.0729,0.942,106.016,4,0.001162295,-0.115865084,-0.001406435
672,1637703484,1637703499,One Call Away,JAHBOY,spotify:track:7pMZf5Ory1k5C22WnO4t2j,jawaiian,0.702,0.687,1,-5.547,1,0.0458,0.106,0,0.0659,0.598,90.992,4,0.002067859,0.167529762,0.010372639
673,1637703515,1637703530,Love And Life,2DCAT,spotify:track:4ketbjfFJGVH26f8yYzkqZ,spacewave,0.608,0.637,0,-10.398,1,0.0308,0.0781,0.724,0.509,0.362,126.041,4,0.001528469,0.054900794,0.005259722
674,1637703545,1637703560,Figured It Out,Soulja Boy,spotify:track:2WVLRcJemzHgdVF49GLNLH,trap soul,0.764,0.525,11,-7.503,1,0.415,0.282,0,0.39,0.705,125.121,3,0.000908372,0.308869046,0.003297361
675,1637703576,1637703591,Rock and Roll - Remaster,Led Zeppelin,spotify:track:4PRGxHpCpF2yoOHYKQIEwD,album rock,0.317,0.887,9,-7.292,1,0.0375,0.000582,0.00258,0.0891,0.871,169.613,4,0.001054337,0.352111145,-0.004101435
676,1637703606,1637703622,I'm Gonna Get You - Original Remix Version,Bizarre Inc,spotify:track:7MfZ9GpIwgexz22lOHIP4y,hard dance,0.746,0.808,1,-8.929,1,0.0375,0.0218,0.714,0.0438,0.754,126.946,4,0.000255128,0.009434513,-0.000937083
677,1637703637,1637703652,O pavio e o lampi?o,Dominguinhos,spotify:track:28xpRMgqAUEwUtzi9ezznA,accordion,0.736,0.826,11,-6.682,0,0.101,0.249,0,0.226,0.868,137.064,4,0.002619297,-0.750472186,0.012493056
678,1637703667,1637703682,Chant ? la gloire d'un chef foula,Hafi Yaya,spotify:track:60S42XSmVhPw2COTWlOWPq,musique peule,0.589,0.29,10,-15.728,0,0.225,0.995,0.918,0.145,0.642,87.102,4,-0.003549822,-1.075833334,-0.006862361
679,1637703698,1637703713,Blackvisions of the Almighty (Alternative Version),Behemoth,spotify:track:7mL9qX55XwayMCHLl6kDhg,polish alternative,0.174,0.911,4,-8.182,0,0.0844,0.000359,0.73,0.333,0.0591,140.128,4,0.000888047,1.141386903,0.0014
680,1637703728,1637703743,Trap Medals (feat. Tape LaFlare & Alizade),Big Baby Tape,spotify:track:2d3Gktc425ZO4V7hiYLPwi,russian trap,0.768,0.443,1,-11.28,1,0.171,0.107,0.0388,0.124,0.355,75.496,4,0.006380766,0.006666669,-0.022882362
681,1637703759,1637703774,Ah Beng Emo Metal Love Song,Ben's Bitches,spotify:track:5OOfR07LfiyMCPvQVSlF8v,malaysian metal,0.261,0.851,0,-5.312,1,0.0909,0.00574,0.00000537,0.313,0.841,84.23,4,0.004675017,-1.665882943,0.021566713
682,1637703789,1637703804,Urombo,Nonesuch Explorer Series,spotify:track:4zRrpuwXjp8F2WlGYCrAxJ,ethnomusicology,0.604,0.278,9,-15.031,0,0.429,0.381,0,0.0797,0.748,119.296,3,-0.001623137,0.223333341,-0.008729444
683,1637703820,1637703835,Like a Stone,Audioslave,spotify:track:2xt2piJx6jlFkjS77YiqpL,supergroup,0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,4,0.00069895,1.276460331,0.005323009
684,1637703850,1637703865,Punks & Skins,Blanks 77,spotify:track:6bKuRNt9U5P8QLBY8NZy33,j punk,0.418,0.992,0,-10.269,1,0.0935,0.000117,0.0353,0.099,0.125,134.669,4,-0.000293056,0.664613088,0.0001525
685,1637703881,1637703896,Mi nombre es rock & roll,M?go de Oz,spotify:track:4k6J1GDOGWT4wIywT2nAXP,celtic rock,0.504,0.934,2,-4.494,1,0.108,0.0665,0,0.246,0.325,142.054,4,0.001840304,-2.266361106,0.000333333
686,1637703912,1637703927,Ogum de Male,Jackson Do Pandeiro,spotify:track:2KeNUolGYlCKH4QEdSmHsl,choro,0.671,0.766,5,-7.742,1,0.0717,0.426,0,0.302,0.819,99.998,4,0.003212289,-0.120414683,-0.002842685
687,1637703942,1637703957,I Looked Twice,The Pop Rivets,spotify:track:4V3HvBbwJKGnYl2FC05Zk2,medway sound,0.581,0.698,2,-6.64,1,0.0864,0.0379,0.000223,0.318,0.543,103.825,4,-0.008470822,2.125267848,-0.00505625
688,1637703973,1637703988,Let Us Go Into The House Of The Lord/Butterfly Sunday,Harold Budd,spotify:track:4z5mBEeCOoWqqbK8rOwDN1,minimalism,0.171,0.0332,1,-22.575,1,0.0482,0.982,0.472,0.101,0.039,172.938,4,-0.002859665,-0.22029365,-0.021837361
689,1637704003,1637704019,Thrailoka - Aggressive Rap Beat Mix,Aki Vish Hegoda,spotify:track:65tmFDQBVVkJSl77mLe5YD,sinhala rap,0.723,0.806,7,-8.798,0,0.0734,0.0315,0.555,0.116,0.884,93.007,4,-0.006593639,-0.086964291,-0.009729583
690,1637704034,1637704049,Hem Bihag - A Creation Of Acharya Allanddin Khan - Alap & Jor,Aashish Khan,spotify:track:6PbwTf3bXyyQD53mlQGsQ3,sarod,0.313,0.207,0,-14.62,1,0.0338,0.92,0.579,0.284,0.0653,82.915,4,-0.003778194,-0.539833336,-0.007984954
691,1637704064,1637704080,Mooi Oema,La Rouge,spotify:track:22QjZeXyqBNrEtgAdBQND1,kaseko,0.532,0.641,10,-6.068,1,0.128,0.284,0,0.116,0.451,143.498,4,0.004327101,-0.481517858,-0.025766667
692,1637704095,1637704110,Wake Up,The Green,spotify:track:6UTZE0OPFM4ofNR1IJAAFX,jawaiian,0.89,0.506,11,-9.907,0,0.0507,0.12,0,0.105,0.647,127.996,4,0.001901937,0.595583334,0.006918982
693,1637704125,1637704141,Battle Hymn of the Republic,US Military Bands,spotify:track:0vZy2pO9OZL20f4vmsU0jQ,marching band,0.289,0.0601,10,-23.665,1,0.0341,0.951,0.000161,0.252,0.265,104.657,4,0.002579194,2.286101187,-0.023265694
694,1637704156,1637704171,"Respira (feat. Gemma Humet, Suu, Tremenda Jaur?a, Gemma Polo & JazzWoman)",El Diluvi,spotify:track:4RLGt2Y7gIi0IRRpjDU5NC,mestissatge,0.76,0.648,11,-11.415,0,0.041,0.0119,0.000814,0.34,0.85,105.036,4,0.000319616,-0.205250008,0.02994676
695,1637704186,1637704202,Until Tomorrow,Alan Menken,spotify:track:4mt4XBd3WLcduzrmIYcymv,disney portugues,0.103,0.123,5,-20.365,1,0.0394,0.198,0.879,0.13,0.0367,78.024,4,-0.000250016,-2.218670636,0.022048148
696,1637704217,1637704233,"Sonatine, M. 40: II. Mouvement de menuet (Arr. for Piano and Saxophone)",Maurice Ravel,spotify:track:2OT0zxbebkE6vpdjh3c7xx,classical saxophone,0.217,0.00553,1,-27.348,1,0.0469,0.991,0.642,0.0791,0.0887,164.608,4,0.004179675,1.493869016,0.013104306
697,1637704248,1637704263,Anywhere-End-Up Street,Aaron English,spotify:track:0vC7bo7fo3XlYrLurdFCUV,paracana,0.625,0.899,4,-7.454,1,0.0355,0.12,0.00000242,0.279,0.424,110.045,4,0.000951825,1.85713888,0.00184838
698,1637704278,1637704294,I Guess That's Why They Call It The Blues,Alessia Cara,spotify:track:7J8e4j9B3CeKSrO55sKwov,canadian blues,0.268,0.724,6,-4.772,1,0.122,0.631,0.00000568,0.112,0.369,85.128,4,0.001234621,1.279404652,-0.001924167
699,1637704309,1637704324,"Land of the Medicine Buddha (Instrumental Meditation With Bamboo Flute, Singing Bowls & Nature Sounds)",Manose,spotify:track:4JSl7jspo0pnnh4iy3z2NQ,shamanic,0.13,0.0956,10,-21.264,0,0.0424,0.98,0.34,0.577,0.0709,83.75,4,0.000750759,3.487749977,-0.002497454
700,1637704339,1637704355,"Bizet: Carmen, WD 31, Act 1 Scene 4: No. 5, Havanaise, ""L'amour est un oiseau rebelle"" (Carmen, Chorus)",Georges Bizet,spotify:track:2r1FiNXh5mDNEP8K07YRVp,french opera,0.363,0.115,2,-17.325,1,0.0689,0.976,0,0.0992,0.231,134.424,4,0.000355692,4.477589264,-0.003637361
701,1637704370,1637704385,Languid Blues - Original Mix,Bob Brookmeyer,spotify:track:56KVISX39afYQgvtIIvDRY,jazz blues,0.618,0.224,3,-12.909,1,0.0468,0.874,0.00851,0.22,0.339,110.607,4,-0.000441471,-2.354305581,-5.78702E-05
702,1637704400,1637704416,"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,spotify:track:0PCGfA36HrVPmsBZJ57zOU,wave,0.523,0.689,10,-6.58,1,0.027,0.228,0,0.109,0.547,84.09,4,-5.18857E-05,-3.545892773,0.007315695
703,1637704431,1637704446,Mes Tou Aigaiou Ta Nisia - On The Aegean Islands,Nasia Konitopoulou,spotify:track:6u6jUSSMFf4562M8HJMfBy,nisiotika,0.4,0.505,2,-9.064,0,0.0391,0.607,0.00263,0.267,0.78,172.519,4,0.001621997,-1.693138883,6.94459E-06
704,1637704462,1637704477,"3 Ungari rahvalaulu: No. 3. Neljapaeva ohtul? (Csutortokon este, On Thursday evening?)",Veljo Tormis,spotify:track:2lM9ad50v7xwS45Tr9eTtU,estonian folk,0.545,0.372,3,-15.953,0,0.0524,0.983,0,0.0729,0.359,123.988,3,-0.000302906,-4.432168569,-0.006474722
705,1637704492,1637704507,Down From That Hill And Up To The Pond,Roy Montgomery,spotify:track:60RBxztlaAA832p3fHg4JV,dunedin sound,0.24,0.339,6,-15.581,1,0.0653,0.929,0.924,0.0963,0.49,124.898,4,-7.89917E-05,-1.209255982,-0.0115825
706,1637704523,1637704538,Late For A Double Date With A Pile Of Atoms In The Water Closet,The Locust,spotify:track:2EIFivPDS2Vj1XYKnshHvj,noisecore,0.282,0.989,7,-4.887,1,0.193,0.0000096,0.946,0.351,0.454,136.495,4,-0.000834965,3.272555515,6.30555E-05
707,1637704553,1637704568,"12 Pieces, Op. 40: II. Chanson triste",Pyotr Ilyich Tchaikovsky,spotify:track:5IAz2IszL1HR38HESJv99E,russian chanson,0.524,0.0158,4,-28.275,0,0.0605,0.996,0.918,0.0851,0.182,70.036,4,0.00516291,3.374851208,0.007919166
708,1637704584,1637704599,N?in k?y rock & roll,Rauli Badding Somerjoki,spotify:track:40nJ682e1WyzVJoPVPqauV,suomi rock,0.591,0.733,7,-6.375,1,0.144,0.477,0.00000216,0.176,0.782,130.771,4,-0.002397136,-2.754464277,-0.001501389
709,1637704614,1637704629,Ilha de Santiago,Mayra Andrade,spotify:track:0eHQwnJbapCEv23ekhq1VD,morna,0.771,0.441,9,-11.455,1,0.053,0.514,0.000165,0.0905,0.283,90.008,4,-0.000578838,-2.138809506,-0.005893472
710,1637704645,1637704660,A Flor E O Espinho / Ri / Fita Amarela,Roberto Muller,spotify:track:1EfaunL5f6cq9nfopzu7Rs,brega romantico,0.595,0.642,4,-12.046,0,0.109,0.833,0.0000779,0.377,0.866,81.337,4,0.004438108,-0.199253967,0.005121898
711,1637708036,1637708051,Oncle Andr?,Cantu di Cirnu,spotify:track:4HioEm0WCU8pAplTEVNBjY,corsican folk,0.522,0.545,5,-9.068,1,0.0805,0.974,0.0823,0.649,0.736,128.391,4,0.001871738,0.504789682,0.001872917
712,1637708066,1637708082,Aht Uh Mi Hed,Shuggie Otis,spotify:track:6eOiJuoyzAQeY0JHf5ZBWX,afrobeat,0.822,0.618,6,-8.14,0,0.0287,0.364,0.147,0.101,0.816,102.602,4,0.000804248,-0.3502381,0.006253889
713,1637708097,1637708112,Imbalance of the Cosmos,Klavium,spotify:track:3AQybDGiNRCdgkyf2KMPi2,caribbean metal,0.314,0.929,1,-7.88,1,0.0516,0.000044,0.000953,0.277,0.505,114.349,4,0.001320696,-1.372067462,-0.011747269
714,1637708127,1637708142,"Pau em uma Pau em Outra (feat. Palok no Beat, MC Metal & Mc Vuiziki)",Barca Na Batida,spotify:track:6DajjgGdACYqoPTy4pjkMQ,funk metal,0.692,0.738,0,-6.103,1,0.168,0.0741,0.0076,0.132,0.82,170.113,4,0.001166229,-0.051190481,-0.006164167
715,1637708158,1637708173,J? Te Esqueci - Live,Leo Santana,spotify:track:0AZiJEmzG6v4E5b82Q73Qx,axe,0.71,0.838,6,-3.774,0,0.0486,0.609,0,0.0822,0.965,161.969,4,0.001278191,0.653289683,-0.003479074
716,1637708188,1637708203,Moon And Sand,Gil Evans,spotify:track:0qZF66paTfzKODcN93o3xH,free jazz,0.657,0.256,7,-22.018,0,0.0473,0.949,0.918,0.107,0.684,125.744,4,-0.001294729,0.275119045,-7.41666E-05
717,1637708219,1637708234,I Wanna Rock,Twisted Sister,spotify:track:70Z9t1qhytWtG4cCmmi7mU,glam rock,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,4,-0.000592116,-0.674069434,-0.018775648
718,1637708249,1637708264,El Omr Fat,Raad And Methaq,spotify:track:22hxA7UXkb5Zajyk1WKxts,khaliji,0.558,0.689,0,-7.367,0,0.0646,0.403,0.000686,0.082,0.624,99.595,4,0.001516246,-0.881011903,-0.010630556
719,1637708280,1637708295,Come Over (feat. Popcaan),Jorja Smith,spotify:track:58mtgcQVZ56NgWHKsN94nD,uk pop,0.702,0.652,10,-5.587,0,0.318,0.0608,0.00000221,0.277,0.524,178.011,4,0.00016284,0.344083333,0.01031713
720,1637708310,1637708325,Jag ?r Inte Bitter,The Good The Bad and The Zugly,spotify:track:2ZPmZRBn5f6ufk1Z6NnJ4Z,norwegian hardcore,0.392,0.741,5,-5.932,1,0.0444,0.000843,0.00956,0.623,0.334,135.054,4,0.001122939,2.533749993,-0.014009445
721,1637708341,1637708356,Fall Asleep,Big Joanie,spotify:track:0PZQWlZ4A8CSD1f9P9xoTx,queercore,0.559,0.974,9,-3.62,1,0.109,0.0458,0.0000247,0.205,0.605,137.021,4,0.001997242,-0.198307539,-0.002761343
722,1637708371,1637708386,Como una Estrella,V?ctor Manuelle,spotify:track:0C09HZicGLpFZei3u2nt8k,modern salsa,0.491,0.919,2,-4.224,0,0.0503,0.125,0.000022,0.0897,0.894,89.891,4,-0.004691339,-1.587859118,-0.012653426
723,1637708403,1637708418,Unforgettable,101 Strings Orchestra,spotify:track:551wRwpwsG5gaLWG5UxLG3,easy listening,0.219,0.254,10,-11.835,1,0.0306,0.895,0.809,0.145,0.0976,88.431,4,-0.001768781,0.575595247,-0.033074722
724,1637708434,1637708449,O Holy Night - A Cappella,Eagles Of Death Metal,spotify:track:2MQZ8cktRhh2OfElT8Z2xt,a cappella,0.293,0.279,0,-9.661,1,0.0326,0.981,0,0.347,0.25,130.034,3,-0.002137834,-1.19812501,-0.012508426
725,1637708464,1637708480,Justi?a Injusta,Gritando Hardcore,spotify:track:2YNLp1PtIZ7hZ8mZyjrjlM,brazilian hardcore,0.399,0.985,0,-4.361,1,0.0938,0.00299,0,0.347,0.209,111.564,4,0.009702739,0.748958334,-0.001309167
726,1637708495,1637708510,Be Positive in New Year,Chinese Relaxation and Meditation,spotify:track:0xP6bGfJbZ5XTO7k1htlzo,chinese new year,0.395,0.207,0,-21.423,1,0.0381,0.985,0.981,0.104,0.346,108.148,3,0.000577783,0.829083333,-0.011260417
727,1637708525,1637708541,She Moves In Her Own Way,The Kooks,spotify:track:1BuCy88dqYu5zd4GCNuHh8,brighton indie,0.465,0.811,7,-5.392,1,0.0619,0.273,0,0.0968,0.811,76.776,4,0.000725147,-0.416160719,-0.011189305
728,1637708556,1637708571,"I'll Fly Away - From ?O Brother, Where Art Thou? Soundtrack",Gillian Welch,spotify:track:4Bx3FZTD9LkJuKed8YzaNK,roots americana,0.688,0.26,2,-13.686,1,0.0349,0.984,0.0231,0.112,0.444,102.937,4,0.00036103,-0.093166666,-0.009539352
