name,artist,uri,url,genre,danceability,energy,valence,acousticness
Leis A' Bhata Dhubh Dharaich (The Black Oaken Boat),The Sound Of Mull,spotify:track:5sXytoUZzhr5udPeQqnrZ1,https://p.scdn.co/mp3-preview/2bd324736e319c2503c995c3ccf7f3234d573a83?cid=044f973e13634ba3becdcb523d0f964f,scottish gaelic folk,0.29,0.124,0.493,0.975
Uncommon Adoration,Bells of the Cascades,spotify:track:4CKOSEBHQL4QPOBHqJ7RKU,https://p.scdn.co/mp3-preview/56d6808fced8792674225be8cd77af6e0ff699d0?cid=044f973e13634ba3becdcb523d0f964f,handbells,0.298,0.237,0.0586,0.698
"Goldberg Variations, BWV 988: Variation 3 a 1 Clav. Canone all' Unisuono - 1955 Version",Glenn Gould,spotify:track:2wpHDAqpx87ViOwFeB5C56,https://p.scdn.co/mp3-preview/6d8ffd4fc9b90ba9742dba00c8c7c504e30c2c47?cid=044f973e13634ba3becdcb523d0f964f,contemporary classical piano,0.393,0.332,0.764,0.967
Wants and Needs,Valley of the Sun,spotify:track:6NM5wcwCeDEobGwShlcKqx,https://p.scdn.co/mp3-preview/74af553c7bcd8811dec237f537a35546a7ede36f?cid=044f973e13634ba3becdcb523d0f964f,space rock,0.359,0.992,0.702,2.71e-05
Good To U,Full Crate,spotify:track:5MD5P4u0egcug4bW6ihDVY,https://p.scdn.co/mp3-preview/b7d0200d8157c2721bb95de1110fe196787195ae?cid=044f973e13634ba3becdcb523d0f964f,soul flow,0.841,0.339,0.334,0.714
Die Widerspenstigkeit unerwünschter Gedanken,Sopor Aeternus & The Ensemble Of Shadows,spotify:track:0i4f0Vm4cCKAL5FSp5OUIi,https://p.scdn.co/mp3-preview/a3ccb01c590992bdf3e3f2f3a165d10491259f57?cid=044f973e13634ba3becdcb523d0f964f,medieval ensemble,0.591,0.113,0.665,0.0158
Love Is Gone (Mixed) - Armin van Buuren Remix,SLANDER,spotify:track:1WCPImmxEwRTt9HMrDd0R6,https://p.scdn.co/mp3-preview/e1a6111eb4a5dad2256c54756f5f1cb581e80960?cid=044f973e13634ba3becdcb523d0f964f,dubstep,0.423,0.939,0.186,0.00191
Devotion (ASOT 982) [Progressive Pick],Sunnery James & Ryan Marciano,spotify:track:1hM4CZF7vYKhgQ6vrKHJyn,https://p.scdn.co/mp3-preview/b613644b9a0f38d9bc6f59499a5fad6dae8d8cea?cid=044f973e13634ba3becdcb523d0f964f,dutch prog,0.634,0.826,0.169,0.0165
Power Failure - Original Mix,Dead Voices On Air,spotify:track:1hP50iCENVds673I148Htp,https://p.scdn.co/mp3-preview/a9a520f2dd3af24aa3c82bba7a333a17cb49286f?cid=044f973e13634ba3becdcb523d0f964f,british experimental,0.206,0.157,0.0321,0.906
Hurry On,Boztown,spotify:track:2xBOvZ9agy1kS2b0Nf0FSd,https://p.scdn.co/mp3-preview/43f071f64634ade2ceac5f37c8b47da14ebb5c87?cid=044f973e13634ba3becdcb523d0f964f,experimental jazz,0.564,0.592,0.563,0.25
Story Of A Bookworm,Liu Baorui,spotify:track:44piPJgRbD15PpjD4bNSna,https://p.scdn.co/mp3-preview/69ae0abd08e485ea13a27a9251eacad0b06f09f4?cid=044f973e13634ba3becdcb523d0f964f,tanci,0.626,0.315,0.484,0.982
Arcade,Duncan Laurence,spotify:track:0DAIkmHmRD2XXpY8t5P9TH,,dutch pop,0.344,0.391,0.213,0.798
Sang en el Fang,Sangtraït,spotify:track:5w4tPzDonn5rw89j5rJsRY,https://p.scdn.co/mp3-preview/686a5a182d206d1bd1353c7fc3db05f66cb3d11f?cid=044f973e13634ba3becdcb523d0f964f,punk catala,0.258,0.799,0.26,0.0359
September (Instrumental),Mista Sinista,spotify:track:1RWp2gGnuTvNzV2lwupdDJ,https://p.scdn.co/mp3-preview/a1c78da674b27210862fd1f394564839a731b438?cid=044f973e13634ba3becdcb523d0f964f,scratch,0.801,0.729,0.971,0.00284
Coptic Mass: [Untitled],Ayyad Naggib,spotify:track:2Tbpaa10HBRIzxO2I890Bp,https://p.scdn.co/mp3-preview/378339893e9ca39bc0e3d4bb4f6ebbff9fcdd510?cid=044f973e13634ba3becdcb523d0f964f,coptic hymn,0.396,0.0314,0.245,0.988
Rule Dancehall - Genetix & OSLO Mix,Ragga Twins,spotify:track:3SLAip1C4eUMA254GCs3I7,https://p.scdn.co/mp3-preview/86bdbe8cd5d52325cadce9919e19b511a9995796?cid=044f973e13634ba3becdcb523d0f964f,uk dancehall,0.347,0.877,0.76,0.00536
The Power of the Dark Side,Shiva Shidapu,spotify:track:5ERiMczGVz4fxGzRb4bx6S,https://p.scdn.co/mp3-preview/0470873c8650d60d52b303fbe89d142dbb1d379a?cid=044f973e13634ba3becdcb523d0f964f,goa trance,0.695,0.841,0.29,0.0852
ROCKABILLY RODS ON SPEED,Spike,spotify:track:16JxxDWJEHOSpM5QkMz9vg,https://p.scdn.co/mp3-preview/8b3c86d3d3ef2ceac3696bd89282482296d7df6b?cid=044f973e13634ba3becdcb523d0f964f,japanese rockabilly,0.508,0.998,0.0649,0.0011
A Portrait of Martha (Organ Interlude),The Lyman Woodard Organization,spotify:track:7E8x6zxDqP26I8cacEeitW,https://p.scdn.co/mp3-preview/57c6a9a79c132d885c1d8668b1e0362c2cb0f5f2?cid=044f973e13634ba3becdcb523d0f964f,hammond organ,0.346,0.78,0.388,0.6
Techno-Cality Outro,Experimental Psychology,spotify:track:187e61gUTaFFf7Yc3VHAHd,https://p.scdn.co/mp3-preview/d9a273f8797d191270425a25e28e571c83522ee2?cid=044f973e13634ba3becdcb523d0f964f,ambient techno,0.147,0.248,0.0247,0.953
Nobody Knows You When You're Down And Out,Scrapper Blackwell,spotify:track:1nDisQht8pskK4lbeSgqw1,,chicago blues,0.724,0.338,0.338,0.687
Jib akhouya jib jib,Saïd Senhaji,spotify:track:7wydKoi0vr0HAxK07qZI3P,https://p.scdn.co/mp3-preview/7cb0690842209e5780fc78d06463fa3d3d7a7a0a?cid=044f973e13634ba3becdcb523d0f964f,chaabi marocain,0.448,0.812,0.693,0.704
The Ballad of Flemmingrad (Traditional Version),Sang-Yoon Jung,spotify:track:44m6SYoiFxSEwaFzMuZ6kG,,dong yo,0.335,0.262,0.465,0.86
Dusk and coffee,NORIKIYO,spotify:track:6KRkj7ACODTrFwbPs70WM5,https://p.scdn.co/mp3-preview/e7930221fb66300daa675a8599bee5d448c4f376?cid=044f973e13634ba3becdcb523d0f964f,japanese experimental,0.602,0.532,0.197,0.19
Interlude Miss.tico Caraqueño,Masseratti 2Lts,spotify:track:7w6vvV2VmCJmSZwH9cmmFe,https://p.scdn.co/mp3-preview/d2a7020c85f53eba67e324f80fcd66072e98e93e?cid=044f973e13634ba3becdcb523d0f964f,indie tico,0.75,0.726,0.663,0.621
Ay Corazón,Cali Y El Dandee,spotify:track:2pPxLJ3qm6Dc2WY4N1L3E8,,pop reggaeton,0.728,0.711,0.782,0.0183
"Canción del Mariachi (From ""Desperado"") [Arr. P. Katona & Z. Katona for Guitar Duo]",Katona Twins,spotify:track:0fgXANTCHBUu5PAPWBIcpU,https://p.scdn.co/mp3-preview/4f96175ba81bfa8fce76ea05a59d12d84d259c76?cid=044f973e13634ba3becdcb523d0f964f,classical guitar duo,0.55,0.295,0.205,0.984
Light Your Own Way - Ujörk Remix,R-04,spotify:track:3Vp56AltIRfDbT2z5EwCK6,https://p.scdn.co/mp3-preview/c08d87d9eb79c818cd8491c60b23846f8e21c82b?cid=044f973e13634ba3becdcb523d0f964f,japanese electronic,0.734,0.986,0.363,0.028
Osam Tamburasa,Zvonko Bogdan,spotify:track:7tuBRgguC4gsP6bkkAIXXk,https://p.scdn.co/mp3-preview/b53079abccc702e206cefba87dec4985ba0f4caa?cid=044f973e13634ba3becdcb523d0f964f,starogradska,0.372,0.41,0.406,0.871
The Unforgiven III,Metallica,spotify:track:0qbV4e18lWrTTxlswVoLbI,,thrash metal,0.297,0.692,0.103,0.00196
Rock & Roll,Pekar,spotify:track:0MEIk7klZeLYsWvnoPxxNj,https://p.scdn.co/mp3-preview/40717b2f07310bb03fbc0ba2b47114652421a9ed?cid=044f973e13634ba3becdcb523d0f964f,czech rock,0.49,0.904,0.899,0.136
"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 7 Chorale: ""Er ist auf Erden kommen arm"", Recitativ (Bass): Wer will die Liebe recht erhöhn""",Johann Sebastian Bach,spotify:track:3Ty5ZL0PBlXZkJJuSYF9X9,,german choir,0.27,0.0155,0.116,0.943
Sakrament warum steig agrat oi wei i in Hundsdreck eini Blues,Hans Söllner,spotify:track:2jJx8oTh1A2J6VneGJVS69,https://p.scdn.co/mp3-preview/7890b217740c228495d7c46eb42833875f0f3561?cid=044f973e13634ba3becdcb523d0f964f,kabarett,0.714,0.37,0.551,0.906
Get It Up,Mindless Self Indulgence,spotify:track:1Fbqr1IBdkyoxoP9E1cQYI,https://p.scdn.co/mp3-preview/7d9afb0fd4bc2069d7da3c57221ceb18ab98c554?cid=044f973e13634ba3becdcb523d0f964f,industrial,0.654,0.898,0.473,0.00949
Você Não Passa de uma Mulher,Banda Swing Mocokas,spotify:track:5q7yk5Nk2pWG8fOZBoAP86,https://p.scdn.co/mp3-preview/ab3a13a61a5d65aeeaeeacf031b75c05976c0a94?cid=044f973e13634ba3becdcb523d0f964f,partido alto,0.642,0.767,0.961,0.659
And the Melody Still Lingers On (Night in Tunisia),Chaka Khan,spotify:track:0YAw3li0XmfhoGp7GRHdLS,https://p.scdn.co/mp3-preview/7fa6433298881594af9d1a8ea2d929f635b67b06?cid=044f973e13634ba3becdcb523d0f964f,funk melody,0.619,0.624,0.633,0.381
The Brook / Ambrose Moloney's,Dan Gurney,spotify:track:1DCLxlLmjlKA22nxBO33Ku,https://p.scdn.co/mp3-preview/b6029c933450ffb02e81246b9ddce20efc89cd77?cid=044f973e13634ba3becdcb523d0f964f,irish accordion,0.792,0.455,0.967,0.875
Jeevey Banra - II,Vishvapreet,spotify:track:4sR2pbusCJuDlh4qP6fgoZ,https://p.scdn.co/mp3-preview/1604aebeff42794dec2c356388f14b85204b60ae?cid=044f973e13634ba3becdcb523d0f964f,punjabi folk,0.545,0.741,0.826,0.849
Je t’aimais je t’aime et je t’aimerai,Nolwenn Leroy,spotify:track:58mXSJoY1qgwq049H7v9hR,,french folk,0.387,0.174,0.116,0.459
Eu Vou Me Acabar,Forró 4 Estações,spotify:track:0Tc1jUOU0GkntLxYCgrzUc,https://p.scdn.co/mp3-preview/71c9cd941aa11a1b3a8fc5592aea46147eb0b3ea?cid=044f973e13634ba3becdcb523d0f964f,forro tradicional,0.712,0.913,0.863,0.368
Pretty Tied Up (The Perils Of Rock N' Roll Decadence),Guns N' Roses,spotify:track:2hAt6y582UsTcwvCKTcTMs,,glam rock,0.436,0.992,0.234,0.0448
"Pasos Prohibidos (feat. DJ Esli, DJ Jester & El Perez)",Uzielito Mix,spotify:track:0uiwNJBPp3mnuIxW8GFZbJ,https://p.scdn.co/mp3-preview/badeb3f477ab2ebf3d1f695cae05f95002dc2cbd?cid=044f973e13634ba3becdcb523d0f964f,perreo,0.864,0.679,0.737,0.1
Acne Healing (Multi Tone),The Unexplainable Store,spotify:track:2CWFybvj2Glpy6Bbtglcin,https://p.scdn.co/mp3-preview/b1cba5dc7fe47eeed884efb40880af2fa621984a?cid=044f973e13634ba3becdcb523d0f964f,tone,0.515,0.119,0.0793,0.995
Bonnie & Clyde,Tricky,spotify:track:7bb6FlZVJizYuNbIrCOCwV,https://p.scdn.co/mp3-preview/8a2e37c3ab675111daa89214e61e7b1e226e5342?cid=044f973e13634ba3becdcb523d0f964f,j idol,0.806,0.713,0.706,0.47
All My Friends,The Revivalists,spotify:track:40Uq8mjn19gIAtHIG6ERZ6,,mod revival,0.603,0.842,0.384,0.124
Exploration Of Space,Cosmic Gate,spotify:track:68SYg2UYl9J0iEGSbcS09E,https://p.scdn.co/mp3-preview/944c40bf27dfc49b42f062408fce4a92f452a1af?cid=044f973e13634ba3becdcb523d0f964f,tech trance,0.632,0.912,0.323,0.0271
Liberdade Provisória - Live - Ibirapuera / 2019,Henrique & Juliano,spotify:track:6rpmHRu1c0lElWm4ZTbd6W,,sertanejo,0.679,0.659,0.698,0.674
Rain Upon My Skin,Airwave,spotify:track:3T5vQ8qCCGIWQ3ruDNn9UC,https://p.scdn.co/mp3-preview/163c553e21e128fc2317b52845ec8166d3ea5b41?cid=044f973e13634ba3becdcb523d0f964f,classic progressive house,0.561,0.663,0.165,9.88e-05
Idjé Tchina,Samba Touré,spotify:track:35Og5kyeK5vWWtpkBAudLj,https://p.scdn.co/mp3-preview/16e41136dec2586b6ca9508ecb95b81098864bff?cid=044f973e13634ba3becdcb523d0f964f,desert blues,0.693,0.55,0.789,0.483
Go Hard or Go Home,TRC,spotify:track:2FJElxDWMReflFwr79WKdO,https://p.scdn.co/mp3-preview/f8bd0ad944c05a327ecf0a23ead334359fef28d6?cid=044f973e13634ba3becdcb523d0f964f,ukhc,0.222,0.973,0.195,0.000315
"I'll Never Love This Way Again - From ""Barcelona - A Love Untold""",Gary Valenciano,spotify:track:4TBV4DB6XiXhTpARNrxRUY,https://p.scdn.co/mp3-preview/91e6297062f9be52fdda3ee0f5789a26ae5e6c37?cid=044f973e13634ba3becdcb523d0f964f,praise,0.311,0.267,0.0826,0.615
A Tayal Folk Song,Ming Flute Ensemble,spotify:track:39SrgDbkBDeJvACI9gveGe,https://p.scdn.co/mp3-preview/de6570c0f397a9a4d03368546698aa6657581b8f?cid=044f973e13634ba3becdcb523d0f964f,dizi,0.675,0.194,0.761,0.702
Nessaja - The Ultimate Club Mix [Remastered],Scooter,spotify:track:1gXHjHo65lQ8yM0Qdaghgm,https://p.scdn.co/mp3-preview/9310d4cf566a56a29ced82f8379b29c72c99e262?cid=044f973e13634ba3becdcb523d0f964f,hard techno,0.532,0.81,0.0701,0.000146
Alles musz in Flammen stehen,Das Flug,spotify:track:7k3IH1ImSt8NCJo10DVx31,https://p.scdn.co/mp3-preview/c693cc05343ef765ab7aa6ea85bc89bbcfd29764?cid=044f973e13634ba3becdcb523d0f964f,elektropunk,0.604,0.924,0.406,8.15e-05
America's Most Blunted,Madvillain,spotify:track:1QmVaiJKcXUMMBfd1fonI0,https://p.scdn.co/mp3-preview/6c6466d2090380421025f8c9e59dbe6b8ac7a04b?cid=044f973e13634ba3becdcb523d0f964f,psychedelic doom,0.624,0.896,0.652,0.349
Unustuse Kõver,Tartu Popi ja Roki Instituut,spotify:track:6iKkfOQmNfUPQsTZPk2Mlr,https://p.scdn.co/mp3-preview/d0737502005f74f35b3d6d49191bf9d9b285cf89?cid=044f973e13634ba3becdcb523d0f964f,estonian pop,0.553,0.587,0.439,0.00188
Años,Andrés Calamaro,spotify:track:7KnrVcakLgEyx5ipeYXutq,https://p.scdn.co/mp3-preview/6b775f9772c75bdc4648ed2b16d1c158406d1b4f?cid=044f973e13634ba3becdcb523d0f964f,pop argentino,0.608,0.823,0.297,0.346
O i miri i nanes,Remzie Osmani,spotify:track:2pfm3GNKHbOrVoB5uOGf4C,https://p.scdn.co/mp3-preview/aa1725e1fdabb77a178ea01bb91f418157415076?cid=044f973e13634ba3becdcb523d0f964f,tallava,0.584,0.914,0.955,0.648
O du fröhliche - Tanzbar!,Wolfgang Petry,spotify:track:2vEwQdOVnfFxCKABjLA5Q8,https://p.scdn.co/mp3-preview/d847d8ac2cf472424942c95f26389d60773ec943?cid=044f973e13634ba3becdcb523d0f964f,schlager,0.618,0.736,0.873,0.075
I'm A Rocker,Raspberries,spotify:track:1HDnpYpxx5QksiWFs7DGzv,,jangle rock,0.532,0.88,0.916,0.462
Cake 9core (Outro),Rising6,spotify:track:6cS6hPNElTyO3zBVPhPmgP,https://p.scdn.co/mp3-preview/cde982475ad56b00378946eb427e4aa6a9f737bf?cid=044f973e13634ba3becdcb523d0f964f,slow core,0.442,0.698,0.581,0.273
Fuck aina - Del 2,Kartellen,spotify:track:5YwAnqqE4c0OLhv17DF5aG,,swedish prog,0.603,0.866,0.822,0.0269
All I Got,Said The Sky,spotify:track:1iaTDu4PCIWQQOwwwqq5qW,https://p.scdn.co/mp3-preview/35a470d0bf995cf3a3569ee50a7d856687bfa39c?cid=044f973e13634ba3becdcb523d0f964f,dubstep,0.326,0.578,0.102,0.158
Keep on Moving,Lord Tanamo,spotify:track:6N8TXdNmRMBFfeBzUvXsUt,https://p.scdn.co/mp3-preview/67634fdfd7e06aa8ac9d5ebbff2be8fe3d2f6953?cid=044f973e13634ba3becdcb523d0f964f,mento,0.828,0.571,0.96,0.57
Eine Kleine Nachtmusik in G Major Allegro,Music Box Orchestra,spotify:track:4chF6DAZ0KYau95QbrqU04,https://p.scdn.co/mp3-preview/442583e8f9eeaeca7ec73fc62653d7b5bea84745?cid=044f973e13634ba3becdcb523d0f964f,music box,0.434,0.147,0.405,0.991
Ma`ema`e Lihau,Napua Greig,spotify:track:77RD7olDhF5CF540qXQG7r,https://p.scdn.co/mp3-preview/6ea95da312dc97af8d16d026ac65524bd21675c7?cid=044f973e13634ba3becdcb523d0f964f,hawaiian,0.689,0.467,0.825,0.894
World is Mine,Yogee New Waves,spotify:track:7fkDmkf1R1Bc3s3zxljAis,https://p.scdn.co/mp3-preview/e25187823aa10bf0c85e69ed3807e46df27957e3?cid=044f973e13634ba3becdcb523d0f964f,japanese new wave,0.241,0.747,0.308,0.0136
"Symphony No. 1 in D Major, Op. 25 ""Classical"": I. Allegro",Sergei Prokofiev,spotify:track:4No2JkkCxCMXPWWgsnsYyf,https://p.scdn.co/mp3-preview/a8116fd10784758da86beb137887410e46c20ad6?cid=044f973e13634ba3becdcb523d0f964f,early modern classical,0.578,0.124,0.521,0.947
Australian Country Music Hall of Fame,Reg Poole,spotify:track:3dJpn7vg3WpruHZfjGGbyc,https://p.scdn.co/mp3-preview/d4ce9b3f357ca4524914205d451bf28b8c084583?cid=044f973e13634ba3becdcb523d0f964f,classic australian country,0.369,0.64,0.788,0.271
Tengo Que Olvidar,Banda Pachuco,spotify:track:7iAPmFGCzCRyEBcqlWfsrY,,duranguense,0.664,0.413,0.964,0.184
Olha Pro Céu,Luiz Gonzaga,spotify:track:2cKuh84GsdUjWddl6RcvIM,https://p.scdn.co/mp3-preview/071b6d4fe35ff9f70fac42c2b4d38bbfcb9733ae?cid=044f973e13634ba3becdcb523d0f964f,baiao,0.562,0.888,0.688,0.11
Það þarf fólk eins og þig,Rúnar Júlíusson,spotify:track:4Df92qc1jA13aRWkE2BrM1,https://p.scdn.co/mp3-preview/f493ef20088e03f6c786bcbb2faa34cec0ba3d77?cid=044f973e13634ba3becdcb523d0f964f,icelandic folk,0.481,0.312,0.258,0.601
Lips Of An Angel,Hinder,spotify:track:2EFbdRTdFrMix16iHs2DBj,,post punk,0.473,0.725,0.214,0.00309
Uneducated Politician,Haggus,spotify:track:2rvBGOGemyRyvi2HkubpqQ,https://p.scdn.co/mp3-preview/32503e7027fdf19502769294af77ee57327d0127?cid=044f973e13634ba3becdcb523d0f964f,grindcore,0.232,0.984,0.0673,4.01e-05
Barraca Destroy - En Directo,Steam System,spotify:track:57kmmlz7udIIm79SudSeq2,https://p.scdn.co/mp3-preview/cf01a3ed1d48b8600bba948d5c8e316270e54fc1?cid=044f973e13634ba3becdcb523d0f964f,ruta destroy,0.728,0.928,0.875,0.0214
Indian Summer,Anoushka Shankar,spotify:track:7qW7YXi36ttjj6dJ2E6umt,,sitar,0.463,0.448,0.381,0.891
Its On,Allstar JR,spotify:track:2RTHAusrlBHahRAW6AMdjJ,https://p.scdn.co/mp3-preview/745c8b4955c50cb6d8302b420e42e4367d07f627?cid=044f973e13634ba3becdcb523d0f964f,detroit house,0.434,0.574,0.256,0.0273
Amirov: Lullaby (feat. The Orchestra of the National Instruments of the Azerbaijan State TV and Radio Broadcasting Company & Nariman Azimov),Ramiz Guliyev,spotify:track:068eJeLO9Tf7fJjjiDLRuw,https://p.scdn.co/mp3-preview/f38f0df9aa93a3e242a279e1097fa0ba6359ef86?cid=044f973e13634ba3becdcb523d0f964f,azeri traditional,0.358,0.323,0.307,0.863
Lullabye (Goodnight My Angel) - For Ryan,The Gas House Gang,spotify:track:31caYiEiRVL5dWZLa1YsaE,https://p.scdn.co/mp3-preview/84cca8e6b2e340588205ed3d9beb8ef35dca3f4e?cid=044f973e13634ba3becdcb523d0f964f,barbershop,0.342,0.101,0.0623,0.967
When all is said and done,Blaskapelle Tschecháranka,spotify:track:7DcD80bpYW7hn3TKmwKYv8,https://p.scdn.co/mp3-preview/e39ecd6c505c80e7d9fdd707f63a9e8767972da0?cid=044f973e13634ba3becdcb523d0f964f,blaskapelle,0.568,0.663,0.775,0.712
Someone's Gonna Get Their Head Kicked in Tonight,Los Gatos Locos,spotify:track:3yYQZwnXzyDAA22SQbgI23,https://p.scdn.co/mp3-preview/53a68b3bf5a22588f89b65cb1d22d8e7158e2656?cid=044f973e13634ba3becdcb523d0f964f,deep psychobilly,0.433,0.995,0.565,0.00608
Lethal Industry - De Hofnar & The Techtives Remix,Tiësto,spotify:track:1h7VaSakAnXU51tbh6dRjU,https://p.scdn.co/mp3-preview/c2fa0f42bdee8a74b4abd69bc022633596f280c2?cid=044f973e13634ba3becdcb523d0f964f,dutch tech house,0.834,0.739,0.0447,0.0165
Rock On!!,Farhan Akhtar,spotify:track:6fABlNfAOylt7ZxfX8K1XL,https://p.scdn.co/mp3-preview/75b1d7992c7a5b7e14e8e99740b0aa607e6f9fce?cid=044f973e13634ba3becdcb523d0f964f,indian rock,0.747,0.849,0.671,0.175
Song of the South,Alabama,spotify:track:2uX5f3x2cObov0iDAPln4o,https://p.scdn.co/mp3-preview/c23ddf8d6aaf8dfeecaf505d39345171a70ee9cf?cid=044f973e13634ba3becdcb523d0f964f,country rock,0.486,0.633,0.669,0.176
Ils s'aiment,Fabienne Thibeault,spotify:track:1f8upakmMaN49wRu51MJCX,https://p.scdn.co/mp3-preview/bde5ef1df6e01cb0ce647c2f338a66825255046e?cid=044f973e13634ba3becdcb523d0f964f,chanson quebecois,0.733,0.471,0.748,0.359
'A discoteca,Nino D'Angelo,spotify:track:7qFBlSgaWswCaHWi1ezBt2,https://p.scdn.co/mp3-preview/117cb28ff9f41e648f3a5e6106567415e895cb63?cid=044f973e13634ba3becdcb523d0f964f,italian disco,0.337,0.726,0.513,0.21
"Pasodoble De La Igualdad (Dedicado A Alba, La Bombista) - Chirigota",No Te Vayas Todavía,spotify:track:6WsQdXzpGrkAIezMjtfOVK,,carnaval cadiz,0.482,0.439,0.328,0.798
Carol of the Bells (arr. P.J. Wilhousky for choir and wind ensemble),Mykola Dmytrovych Leontovych,spotify:track:2mPr0UMEsTxpiuxvJA3VpK,https://p.scdn.co/mp3-preview/7c6442446e932b33b10795cf4961f7cc831342de?cid=044f973e13634ba3becdcb523d0f964f,ukrainian choir,0.372,0.219,0.22,0.99
Unaccompanied Alap,Veena Sahasrabuddhe,spotify:track:4QppFAKd7F4DPEV1tPMz53,https://p.scdn.co/mp3-preview/8c1bee33aa3d01cf60816bc670491da24c119ce7?cid=044f973e13634ba3becdcb523d0f964f,dhrupad,0.116,0.22,0.116,0.569
Fine And Mellow,José James,spotify:track:73ttODihEiZ6hsgYm7SjA1,,belgian blues,0.498,0.236,0.264,0.816
Techno In E-Minor - Southsonik Remix,Quartz,spotify:track:1Q5X3gfv4fkEXTXTp7GvhV,https://p.scdn.co/mp3-preview/49573791449cfde1811dab6b6019a1f31c658918?cid=044f973e13634ba3becdcb523d0f964f,french techno,0.542,0.845,0.397,0.00046
Lilith Immaculate,Cradle Of Filth,spotify:track:12TOhiW0BumbtcFTknSSvt,https://p.scdn.co/mp3-preview/a976d087e828f1622cc0c194803a93bbc18c148b?cid=044f973e13634ba3becdcb523d0f964f,gothic metal,0.421,0.948,0.237,3.2e-05
Love Will Tear Us Apart - Ronan Remix,Bellestar,spotify:track:0k9iFykLjIGkxjzL8JPKmX,https://p.scdn.co/mp3-preview/83937fbf719c52929773e0cb50b48d0317e6094c?cid=044f973e13634ba3becdcb523d0f964f,coverchill,0.704,0.598,0.693,0.0476
China Antigua (Música para Concentración y Estudio),Estudio Brillante,spotify:track:4V8wfhgFvLdJlwJApBmml3,https://p.scdn.co/mp3-preview/2a10045e57e7cb4d17bb125aa3b492840945141b?cid=044f973e13634ba3becdcb523d0f964f,musica antigua,0.0987,0.95,0.0283,0.69
Got 2 Go - Unreleased,Jeremy Sylvester,spotify:track:35Vt0fCMHU8vVlE2nrfGgV,https://p.scdn.co/mp3-preview/005e64213fcd9f446bc1b443820f413d3250a12c?cid=044f973e13634ba3becdcb523d0f964f,speed garage,0.865,0.689,0.252,0.000197
"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",Il Volo,spotify:track:5GfiSIGdv5AJhcOdbjKhgm,,progressive rock,0.427,0.587,0.579,0.642
"Les Troyens (Sung in Italian), Act II: Act II: La presa di Troia: Di popolo e soldati (Enea, Cassandra, Chorus)",Hector Berlioz,spotify:track:1lLnadfaj1GFzxqmxRZpKd,https://p.scdn.co/mp3-preview/d1327f8a4508566ff10f0cb7e14ffb7ed364f053?cid=044f973e13634ba3becdcb523d0f964f,classic italian pop,0.253,0.346,0.165,0.975
"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",Shoreline Mafia,spotify:track:1n8wr8tRHs5jmBxNWXedcn,https://p.scdn.co/mp3-preview/b4a19a84c5d5b926fa315de14838540a5d2c6403?cid=044f973e13634ba3becdcb523d0f964f,vapor trap,0.9,0.385,0.488,0.371
Stop and Think,The Trammps,spotify:track:4QyFXKzo9k8tivQiFgQ36J,https://p.scdn.co/mp3-preview/72401a80788014924720d96079fdbaac27fa059a?cid=044f973e13634ba3becdcb523d0f964f,post disco,0.77,0.848,0.774,0.0512
Fukken Uber Death Party,Hanzel und Gretyl,spotify:track:2OlGkLIUWDNqwGsvfwM9aW,https://p.scdn.co/mp3-preview/0b8b6ff9e9d68b8016d998676d90a76697b6f7e3?cid=044f973e13634ba3becdcb523d0f964f,aggrotech,0.589,0.946,0.179,0.000119
Undercover Lover,Kids In Glass Houses,spotify:track:6SpHpSojdzEUZVe4Vq4gaT,https://p.scdn.co/mp3-preview/9ea95b5558b26fa6a67aef2c3fc00e489a859b6f?cid=044f973e13634ba3becdcb523d0f964f,welsh indie,0.619,0.821,0.594,0.00144
I Love Rock 'N Roll,Joan Jett & The Blackhearts,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,https://p.scdn.co/mp3-preview/ad274b86895873e529858bf3a090e2820170ef98?cid=044f973e13634ba3becdcb523d0f964f,rock and roll,0.535,0.716,0.901,0.326
All of Me (Instrumental Version),Ivy Ravenwood,spotify:track:3Zc7KXq9O7sWHePYMcKauY,https://p.scdn.co/mp3-preview/673d3758a3c3e78f7d6792df5ac98cbde909ac89?cid=044f973e13634ba3becdcb523d0f964f,calming instrumental,0.492,0.0325,0.17,0.992
Quando Eu Contar (Iaia),Grupo Frente de Botequim,spotify:track:7L9XN6koP6pnaGKykCZ8l6,https://p.scdn.co/mp3-preview/b6695e413747235196b64f18e9d53eccc1832473?cid=044f973e13634ba3becdcb523d0f964f,partido alto,0.783,0.584,0.935,0.201
Það þarf fólk eins og þig,Rúnar Júlíusson,spotify:track:4Df92qc1jA13aRWkE2BrM1,https://p.scdn.co/mp3-preview/f493ef20088e03f6c786bcbb2faa34cec0ba3d77?cid=044f973e13634ba3becdcb523d0f964f,icelandic folk,0.481,0.312,0.258,0.601
