name,artist,uri,url,genre,danceability,energy,valence,acousticness
Euphoria (ASOT 1044),Roman Messer,spotify:track:0jicRxJ2nzMHWceqSLmYAG,https://p.scdn.co/mp3-preview/4a966d0592a4bed49b3f7c598de1339c69f7f5e4?cid=044f973e13634ba3becdcb523d0f964f,russian trance,0.401,0.877,0.202,4.87e-05
Iron and Blood,Michael Philip Mossman,spotify:track:0prGZBCpXQ8WLfZKks0Lzc,https://p.scdn.co/mp3-preview/8aee0904d25fcd1762b495dd4a31e41752046f53?cid=044f973e13634ba3becdcb523d0f964f,deep latin jazz,0.404,0.696,0.802,0.359
Hang Up,The Cramps,spotify:track:0yYKnUuSpgQeFUY4tlrxRx,https://p.scdn.co/mp3-preview/7b88654e7ee8ce14ade03aa486d9ec8833d92e2e?cid=044f973e13634ba3becdcb523d0f964f,gothabilly,0.409,0.969,0.389,0.0354
Wake up Everybody (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,spotify:track:6aeSAKcpmdXyxUJK4ojyyR,https://p.scdn.co/mp3-preview/7d818a5df1e668be1e42bf3a6e5c4089c8fa1d36?cid=044f973e13634ba3becdcb523d0f964f,southern hip hop,0.503,0.552,0.481,0.444
"Christmas Oratorio, BWV 248: ""Jauchzet, frohlocket"" (Arr. For Cello and Piano)",Johann Sebastian Bach,spotify:track:3Xgkj3hMUnw55kOjuQHGi8,https://p.scdn.co/mp3-preview/eeefee0439f0dd14b39d530db4ffbc7f65fc6506?cid=044f973e13634ba3becdcb523d0f964f,classical cello,0.39,0.252,0.364,0.988
"Road Movies, for Violin and Piano / I. Relaxed Groove",John Adams,spotify:track:36tDnRk5zNfW5jPzld8UT5,https://p.scdn.co/mp3-preview/419c4c8b3f54b02898eca7ffcd176267974a5205?cid=044f973e13634ba3becdcb523d0f964f,minimal dub,0.754,0.349,0.776,0.99
"Adrenaline (From ""Call of Duty Black Ops II"")",Johari,spotify:track:3CgkNbSMSVuLZf026hfnJ5,https://p.scdn.co/mp3-preview/729b5b57ed234285a00d37670087b5f77d1a4e5b?cid=044f973e13634ba3becdcb523d0f964f,progressive metal,0.474,0.855,0.118,1.11e-05
Unity,Shadi Toloui-Wallace,spotify:track:5FJAguwMI5ZiWpumGugDIL,https://p.scdn.co/mp3-preview/b8344224b12b71f1224a4940058b7583b7dc2f18?cid=044f973e13634ba3becdcb523d0f964f,bahai,0.548,0.128,0.112,0.958
Pink Horned Unicorn - Original Mix,Ozgun,spotify:track:6SgCq56aELoGsysgzR8mk2,https://p.scdn.co/mp3-preview/d7916c90b709f367ffc9443eb8eb6cc227fa00e5?cid=044f973e13634ba3becdcb523d0f964f,turkish edm,0.722,0.831,0.0837,0.00143
Rollin' and Tumblin' on Satan's Rotisserie,The Tony Danza Tapdance Extravaganza,spotify:track:0ZnLpk1vxvxdiVhWl0i8FX,https://p.scdn.co/mp3-preview/be964f297316e8684fa0430e8e62af7894bef63a?cid=044f973e13634ba3becdcb523d0f964f,death  n  roll,0.308,0.987,0.166,4.63e-05
The Anchor Holds,Crist Family,spotify:track:2LJLj3SOxMJ3ooCv0FH2aw,https://p.scdn.co/mp3-preview/0441aaa53b9ac182a90cb8bf3c83b2829affb6f1?cid=044f973e13634ba3becdcb523d0f964f,family gospel,0.484,0.361,0.116,0.564
Now (L.O.V.E. and You & I - Pt. 2),Jazzanova,spotify:track:6rr4MUMgtoRzTswrjzRL36,https://p.scdn.co/mp3-preview/aab7f01a08aab7e0196349c2e59c6e2f41a265af?cid=044f973e13634ba3becdcb523d0f964f,nu jazz,0.714,0.73,0.637,0.069
Un Resultado Inesperado,Chilenos Mcs,spotify:track:7uIS9KAldI8HYxWbtqHj8K,https://p.scdn.co/mp3-preview/e14058de704c1d6525c5383a29d1a0d7a6dc6eee?cid=044f973e13634ba3becdcb523d0f964f,rap chileno,0.774,0.742,0.754,0.196
"I Fall In Love Too Easily (feat. Hong YoungHwa, BangDong & Chaanill)",KozyPop,spotify:track:75qZFvf9eFofgzUi4F9Y0o,https://p.scdn.co/mp3-preview/159da69b58f39776a429f458138174bf7bcd770d?cid=044f973e13634ba3becdcb523d0f964f,indie pop,0.78,0.805,0.933,0.598
On My Soul,Lil Durk,spotify:track:0OO6i16j0aXKQyoMCqvppZ,https://p.scdn.co/mp3-preview/18a982ce36b8f23878cd49288e2ebef8fc4ae70a?cid=044f973e13634ba3becdcb523d0f964f,chicago soul,0.688,0.673,0.444,0.198
Perro Andaluz,Serú Girán,spotify:track:3ZF8T2oaKbADMfefR8BVxR,https://p.scdn.co/mp3-preview/18ed96af72c9c10930c8cd032aa20380ff09af65?cid=044f973e13634ba3becdcb523d0f964f,rock andaluz,0.521,0.498,0.495,0.304
Stuck On Repeat,Little Boots,spotify:track:4E7v1gn3EAh69VNmRr8bZN,https://p.scdn.co/mp3-preview/7d6ff620a2208feb50ca401c1a49959c54b45c9a?cid=044f973e13634ba3becdcb523d0f964f,neo synthpop,0.601,0.892,0.668,0.105
"Suite for Two Sitars and Indian Folk Ensemble, Pt. 1",Alla Rakha,spotify:track:3nuOLpjGby5HTS0p1lw7yO,https://p.scdn.co/mp3-preview/cc86e9de8051b8805b44da3787560a0fd1ad8661?cid=044f973e13634ba3becdcb523d0f964f,indian folk,0.42,0.264,0.5,0.918
I Got Flow,Arcangel,spotify:track:0C84p5rRe9YrYYg2R1P8T9,https://p.scdn.co/mp3-preview/f0e5ea68367a130319f3331469fd7ed3ac44ea79?cid=044f973e13634ba3becdcb523d0f964f,reggaeton flow,0.782,0.85,0.64,0.0332
Portrait of Pieces,Numenorean,spotify:track:1VBMShuLKJAC1XZtHpjhaK,https://p.scdn.co/mp3-preview/f79c09060b51fe687532b3cc65536fe79ef58094?cid=044f973e13634ba3becdcb523d0f964f,voidgaze,0.432,0.849,0.148,0.000231
"Bambelela Qinisela (feat. Gugu Stephen, Sbu & Ntokozo)",Mthunzi Namba,spotify:track:672DScbRYm1VARqhX6vA1j,https://p.scdn.co/mp3-preview/c454470b33a0c47ffcd0c0a181463e3665892b8c?cid=044f973e13634ba3becdcb523d0f964f,south african choral,0.601,0.616,0.764,0.362
"Five Preludes, Op. 15: No. 1 in A Major, Andante",Alexander Scriabin,spotify:track:4PnZMwq1h6JFOhYBEXn9di,https://p.scdn.co/mp3-preview/4884162c8839b9afa3036147cf91ecb7486b5a0c?cid=044f973e13634ba3becdcb523d0f964f,russian contemporary classical,0.334,0.0334,0.0766,0.995
Homeless And Hungry Blues,Josh White,spotify:track:1XHzBZQbGsYfCGPPA6dHbC,https://p.scdn.co/mp3-preview/0fa6f8393b77ff8974dc3bec1f890d3e02e9eefc?cid=044f973e13634ba3becdcb523d0f964f,acoustic blues,0.532,0.116,0.497,0.988
The Girl From Ipanema,Stan Getz,spotify:track:3898C4AbdbptwYet6547e5,,samba,0.664,0.194,0.443,0.909
In The Darkness,Alessandro Alessandroni,spotify:track:3PczI0eBdif6qrZVaS5HTb,https://p.scdn.co/mp3-preview/3193bccc09446ac286c53abf1ab5911410d4af7c?cid=044f973e13634ba3becdcb523d0f964f,italian library music,0.542,0.294,0.155,0.927
Important Epiphany,Harlem Jazz Guitar Quartet,spotify:track:3LTaUYFRwhWCiK6zlzMhtQ,https://p.scdn.co/mp3-preview/39d82cf26b8ac3f91e1842642dc191398b2aa15c?cid=044f973e13634ba3becdcb523d0f964f,j ambient,0.791,0.185,0.611,0.934
Elektricni orgazam,Elektricni Orgazam,spotify:track:6ZFvI2h56a3Lh0yvABU85s,https://p.scdn.co/mp3-preview/3ffaa4eabbc3e361a264a3680e137c60032f932c?cid=044f973e13634ba3becdcb523d0f964f,yugoslav new wave,0.71,0.828,0.691,0.0106
A Time For Us - Junior Eurovision 2019 / Russia,Tatyana Mezhentseva,spotify:track:30wZau6Bun00LTYJDLkvBR,,junior eurovision,0.468,0.553,0.246,0.0852
"Rise Up, Shepherd, and Follow",Jazz At Lincoln Center Orchestra,spotify:track:1369Wak0O6EsiesB1cf4qg,https://p.scdn.co/mp3-preview/a911622d56140a17256674ff577e582539f9b3c6?cid=044f973e13634ba3becdcb523d0f964f,modern big band,0.323,0.499,0.315,0.797
Techno Programming - Instrumental Mix,Optic Nerve,spotify:track:17xdzMaX1GIYeTmdhas2g4,https://p.scdn.co/mp3-preview/877ec3d55b68bcea7deb5e1c783ef32ffed6b671?cid=044f973e13634ba3becdcb523d0f964f,bleep techno,0.81,0.732,0.534,0.0126
Overture to an unwritten comedy,Healey Willan,spotify:track:1pQCQdtd1ekBoHfvKl5wOD,https://p.scdn.co/mp3-preview/335dc78b9b6588cb884f4f8c599325500db22cbd?cid=044f973e13634ba3becdcb523d0f964f,canadian comedy,0.297,0.0837,0.354,0.937
Aj Aakhan Waras Shah,Inayat Hussain Bhatti,spotify:track:7Azf0V4YRMgPVVrNSlGNke,https://p.scdn.co/mp3-preview/9dcf9472bd63973afb240a7e7c288c8f01f91fbf?cid=044f973e13634ba3becdcb523d0f964f,pakistani folk,0.356,0.613,0.728,0.908
Historias De Danzón Y De Arrabal,Aleks Syntek,spotify:track:1yFRhEVTR3nEEt0yhsbeqv,,latin viral pop,0.76,0.73,0.978,0.397
"3 Klavierstucke, Op. 11: No. 1. Massig",Arnold Schoenberg,spotify:track:52JvgPWudX0nTdhlRSZXT4,https://p.scdn.co/mp3-preview/270c079f006ffcc750d3c226eb3e38f5e689b947?cid=044f973e13634ba3becdcb523d0f964f,serialism,0.422,0.00377,0.121,0.99
Idalina,Mestre Bimba,spotify:track:4ikNVocxDbLrZaEZsF3OlG,https://p.scdn.co/mp3-preview/edbfd5414008d03c06e8fec2d225394cdea2c69e?cid=044f973e13634ba3becdcb523d0f964f,capoeira,0.909,0.822,0.427,0.898
I Got It Bad And That Ain't Good,Oscar Peterson Trio,spotify:track:4ol2UyMTiklHVujAWg02nE,,bebop,0.488,0.0527,0.193,0.971
Acapulco Golden,Lost Acapulco,spotify:track:6cqvG50j7euH0uv5jDyTrw,https://p.scdn.co/mp3-preview/5090080a747426de5cd7821a4bf69cf6006d1286?cid=044f973e13634ba3becdcb523d0f964f,latin surf rock,0.314,0.812,0.371,0.00854
I've Been Drifting / Once Upon a Time,Jimmy Witherspoon,spotify:track:0q62nm1s53IvSCvKHhh7RV,https://p.scdn.co/mp3-preview/6c7eab597df24e592e29dc9995c5da33cb56c1a9?cid=044f973e13634ba3becdcb523d0f964f,rhythm and blues,0.458,0.157,0.103,0.667
The Lord Is My Strength and My Song - Live,Don Moen,spotify:track:3DJLApW5wuDSvgPdc8OnfA,https://p.scdn.co/mp3-preview/9f3fa90c154b26a8b43e26f5b9498734694a4018?cid=044f973e13634ba3becdcb523d0f964f,praise,0.404,0.327,0.473,0.616
Uzobusa Ezulwini,Amageza Amahle,spotify:track:09ZXwoYHVNOUZYEhngO37H,https://p.scdn.co/mp3-preview/e3e02d89e0bec1c564b12a2102bfddf6f4bafbf8?cid=044f973e13634ba3becdcb523d0f964f,maskandi,0.758,0.797,0.886,0.0726
We Came and Went,Mindfulness Stereo,spotify:track:5OOl3yqXwCDz2ERacV0zO8,https://p.scdn.co/mp3-preview/4f40aef6b4ac5698d9da91282b118baac49d4eca?cid=044f973e13634ba3becdcb523d0f964f,mindfulness,0.087,0.0228,0.0347,0.994
I Wanna Be A Punk,Blanks 77,spotify:track:0o9FhI3oxy0JPsRFd5Et5y,https://p.scdn.co/mp3-preview/3066c329cbc32d2231f21b9d8703aeccf9f462c3?cid=044f973e13634ba3becdcb523d0f964f,street punk,0.428,0.967,0.41,0.00054
"Vendado es amor, no es ciego (Zarzuela): En amor, pastorcillos, no hay quien distinga",José de Nebra,spotify:track:0PKCjnsWynddyguCiAEzmM,,spanish baroque,0.522,0.26,0.86,0.924
So Um Beijo,P. Lowe,spotify:track:0AoczVPG1oir4p8Y4Sigk6,https://p.scdn.co/mp3-preview/06d9401dc84c21e353b43c41a32909f55b3ac85f?cid=044f973e13634ba3becdcb523d0f964f,kizomba,0.525,0.674,0.437,0.0449
Plastic Flowers On The Highway,Drive-By Truckers,spotify:track:56ZUMiNhERUfFRoUa9NGP9,,deep flow,0.543,0.63,0.74,0.433
Yass (Sung in Yiddish),El Avram Group,spotify:track:7lpmvarIgMzL3rGcJeNwYm,https://p.scdn.co/mp3-preview/50842e17f5e1bcec7fb5a0caa058c1afdfea8a69?cid=044f973e13634ba3becdcb523d0f964f,israeli pop,0.451,0.529,0.794,0.891
Grace Of God With Us,Passion,spotify:track:0LYgmfCiHAcRMUJs2puKgj,,anthem,0.352,0.18,0.188,0.826
Extraprotected - I-Cue NYC Dubstep Mix,Mightiness,spotify:track:5kt6yRqtjsLEUfS9KRvSMr,https://p.scdn.co/mp3-preview/a93b8c6bb696b5274ac477b5dada4f85138e8c8e?cid=044f973e13634ba3becdcb523d0f964f,experimental dubstep,0.595,0.978,0.741,0.000192
Rockin' All Over The World,Status Quo,spotify:track:153gsCw54qT3nwFlQbhMJR,,blues rock,0.545,0.963,0.87,0.101
Instinto Animal,Boikot,spotify:track:0Py5yFYn5M6xmLIW38HZFf,https://p.scdn.co/mp3-preview/9049f1875100ffec7638fd3229e6de58749cf889?cid=044f973e13634ba3becdcb523d0f964f,spanish punk,0.628,0.889,0.737,0.000551
Muertos En Vietnam,MEZ-K,spotify:track:3UdUzZK3YBO3U6xXytNiEc,https://p.scdn.co/mp3-preview/ac8988e2b00fa86806ece732594c1caed59473eb?cid=044f973e13634ba3becdcb523d0f964f,indie viet,0.401,0.947,0.727,0.0164
Pocket Universe,Wayob,spotify:track:3Us7Y11MIZjDnJwL8wsCMg,https://p.scdn.co/mp3-preview/da037c8a0169093fb76e7b0c2cb3c58ab02c7c83?cid=044f973e13634ba3becdcb523d0f964f,mexican tech house,0.833,0.812,0.0432,0.00704
Para Troilo y Salgan - Instrumental,Luis Salinas,spotify:track:0bAtBuNGQFT46FbMhyK5Oh,https://p.scdn.co/mp3-preview/2b48595ff08a127d5dcb06414317ee40f66dac1e?cid=044f973e13634ba3becdcb523d0f964f,guitarra argentina,0.494,0.51,0.585,0.752
Il marche seul,Variété Française,spotify:track:22sRy7oLnDa95D2NrzXbDS,https://p.scdn.co/mp3-preview/27b4549066fa6f5c67cdde71b7f879910535fc32?cid=044f973e13634ba3becdcb523d0f964f,variete francaise,0.583,0.627,0.557,0.268
Os Sonhos de Deus,Ludmila Ferber,spotify:track:0mNfXZjFfpaNafDSFfYujZ,https://p.scdn.co/mp3-preview/02a124fecded7f5afead44500777d8d3ab61c2fc?cid=044f973e13634ba3becdcb523d0f964f,adoracao,0.463,0.477,0.127,0.719
Não Sei Porque Você Se Foi (feat. Mc Kaio & MC L da Vinte) - Brega Funk,Mc Princy,spotify:track:0HuYbTmLzVOMtFTcglPLjF,https://p.scdn.co/mp3-preview/5aba4463765cc5e2914e3bfb8c50f25f99967d17?cid=044f973e13634ba3becdcb523d0f964f,brega funk,0.757,0.609,0.568,0.0243
La Illaha Illa Allah,Hamid El Kasri,spotify:track:3WMv8hXHCZAzITR77sFL6G,https://p.scdn.co/mp3-preview/60a1632e0c032198af1fe14a7d4f9b00ea034ecd?cid=044f973e13634ba3becdcb523d0f964f,gnawa,0.496,0.726,0.971,0.149
Ojos Indios,Alfredo Gutierrez Y Su Conjunto,spotify:track:5YDkzxOG3gzZ9N5d93TEUD,https://p.scdn.co/mp3-preview/9c8d0fff7beacfd3d65158105e911b951b3adfc4?cid=044f973e13634ba3becdcb523d0f964f,porro,0.822,0.475,0.966,0.416
Dazed & Confused,The Moleskins,spotify:track:0zVObQaa58EsBZxEBN2Tlo,https://p.scdn.co/mp3-preview/9fe3aa69b33f691f57618b93b05d498b89fdca92?cid=044f973e13634ba3becdcb523d0f964f,lounge house,0.466,0.324,0.328,0.499
The Girl I Have a Crush On,frad,spotify:track:2qMHdr7gy5YWM0hQP917LR,https://p.scdn.co/mp3-preview/edb484466a015cc04e17c625487ea6002df3c819?cid=044f973e13634ba3becdcb523d0f964f,beats,0.686,0.329,0.558,0.875
Keep It Correct,Facewreck,spotify:track:0MQ7101YbznhC0fQ5l3ZCs,https://p.scdn.co/mp3-preview/9be1e45cdc1b4cc16cdc7f4b5abc48172164c63d?cid=044f973e13634ba3becdcb523d0f964f,pennsylvania hardcore,0.265,0.846,0.462,0.000824
Peace & Loudness,Techno Minimal Bomb,spotify:track:4gCRfwM8I0KmwVX0kD3FfO,https://p.scdn.co/mp3-preview/60930af8311c72b92e830ca339d74e8441f936ef?cid=044f973e13634ba3becdcb523d0f964f,berlin minimal techno,0.651,0.609,0.153,0.000229
Ni Perdón Ni Olvido,Segundo Rosero,spotify:track:4rGutbQ1dPfcxjF21rjcwm,https://p.scdn.co/mp3-preview/72b6e83f442d3717ecdf7d43227105b6f0bc546e?cid=044f973e13634ba3becdcb523d0f964f,cumbia pop,0.676,0.406,0.516,0.802
Hip-Hop en Movimiento,Seyer Black Art Gang,spotify:track:59Y1cVBiz3jVoaDzbMFWQD,https://p.scdn.co/mp3-preview/8280396e82706afc141db9d995818c356660d6b5?cid=044f973e13634ba3becdcb523d0f964f,mexican hip hop,0.884,0.407,0.764,0.297
Lovers in the Red Sky,Aaron English,spotify:track:4YwUcNRePBYjmOVgb85q7Z,https://p.scdn.co/mp3-preview/71b1e5dcd9b7a5d0f539a5945ad2fc7404504fb2?cid=044f973e13634ba3becdcb523d0f964f,paracana,0.202,0.248,0.113,0.958
If This Ain't the Real Thing,Wayne Toups,spotify:track:5Jm3JvqVbKvat4Z0KB5jRB,https://p.scdn.co/mp3-preview/4dacf4ffb4a7d7a96750786eaeb2f084c5889a74?cid=044f973e13634ba3becdcb523d0f964f,cajun,0.662,0.382,0.409,0.291
A New Elizabethan Suite: II. The Allington Pavan (arr. D. Evans for dulcimer),Dan Evans,spotify:track:498Yz1kzudyzG3UUy8HNw2,https://p.scdn.co/mp3-preview/f0878311de092b93f7b97ee22acb8451a0879715?cid=044f973e13634ba3becdcb523d0f964f,mountain dulcimer,0.53,0.103,0.401,0.874
Point and Click,File Transfer Protocol,spotify:track:1xIjhE31XoCMn4ReCJKMhj,https://p.scdn.co/mp3-preview/9e77550533d5130434dd4f4e2916958f630dc0b2?cid=044f973e13634ba3becdcb523d0f964f,neo proto,0.221,0.874,0.753,1.25e-06
Ouverture - Cine Rex,blauwe cast 40-45,spotify:track:54mWgTCwhibBZIOLmFglZS,https://p.scdn.co/mp3-preview/aeab40efac335465173640ccc3a2023075dde8b5?cid=044f973e13634ba3becdcb523d0f964f,dutch musical,0.345,0.21,0.107,0.942
Izere Mhepo,Oliver Mtukudzi,spotify:track:6hcjIg3A2fKa03YSR4CYx8,https://p.scdn.co/mp3-preview/a18b5ee014aeef7ad89c51f69f238a0b7fe1efea?cid=044f973e13634ba3becdcb523d0f964f,mbira,0.823,0.614,0.879,0.629
Ni Una Sola Palabra,Paulina Rubio,spotify:track:76pZEu4idodS4OsBUyd2lo,,mexican pop,0.76,0.827,0.633,0.046
Una vecchia canzone italiana,Manuela Villa,spotify:track:26uewCOoYsI5wxJdeno5cz,https://p.scdn.co/mp3-preview/8bad7301d005d723e8f81d2d5a16c091fac1e528?cid=044f973e13634ba3becdcb523d0f964f,disney italiano,0.588,0.373,0.464,0.622
Stimmen im Kopf,MoshTekk,spotify:track:6ji753fWanbvSBS9M9HZHE,https://p.scdn.co/mp3-preview/f984318b0c27a6bdf1724d807887bedf69ac3156?cid=044f973e13634ba3becdcb523d0f964f,doomcore,0.582,0.825,0.0397,0.000647
"String Quartet No. 8, Op. 87: II. Andante lucido e affettuoso",Vagn Holmboe,spotify:track:5zuYP7E9Ne0tKbjWWTg7X3,https://p.scdn.co/mp3-preview/5a745ce42f8f31b004b31b24d3133d7a534e1d30?cid=044f973e13634ba3becdcb523d0f964f,danish classical,0.145,0.0709,0.0791,0.982
Aladdin Medley,Vocal Spectrum,spotify:track:5NV7Y19aSDgD1wbYPtwJBn,https://p.scdn.co/mp3-preview/386a77354be844a301563b548e01489f4b8c6141?cid=044f973e13634ba3becdcb523d0f964f,barbershop,0.5,0.342,0.261,0.864
Oh shit…are we in love?,Valley,spotify:track:4BIuY0oEopXizyP3WvkNrT,,indietronica,0.697,0.515,0.37,0.0576
"12 études opus 10: No. 4 en Ut Dièse Mineur, Op. 10: Presto",Frédéric Chopin,spotify:track:4T9hd85NOquK1Kbbj1n5p3,https://p.scdn.co/mp3-preview/0d96b626cc05a431fb90f2b9ffc2831792e4aa2b?cid=044f973e13634ba3becdcb523d0f964f,polish classical,0.266,0.232,0.484,0.99
Abang Tukang Bakso,Uwa and Friends,spotify:track:3CGk5v9ya9jWRQ8I2e1hcH,https://p.scdn.co/mp3-preview/e4a20f5e8b70bfa3191de8c2dafe9f1e305188bc?cid=044f973e13634ba3becdcb523d0f964f,musik anak anak,0.851,0.634,0.831,0.449
American Childhood I: Civil Defense,Terry Allen,spotify:track:6QwABxli52HZXjrPnO8KMT,https://p.scdn.co/mp3-preview/d9f697d881cf39ceb897ffbdac29087370c3f96c?cid=044f973e13634ba3becdcb523d0f964f,cosmic american,0.704,0.687,0.492,0.381
Virga I (ii),Eluvium,spotify:track:20Fz8vx5wFRAncZt4u37X4,https://p.scdn.co/mp3-preview/70f0fa4b32e15814d2408d4f2b9ecb51adca6465?cid=044f973e13634ba3becdcb523d0f964f,drone,0.0749,0.17,0.0782,0.878
Il testamento del capitano,Gruppo Coro Alpini Di Oderzo,spotify:track:3qVlH46JbVYvvs4qTuJ6JS,https://p.scdn.co/mp3-preview/eef9cceeb5f947d68f4889520bd1d62c9d8cbcb1?cid=044f973e13634ba3becdcb523d0f964f,canti alpini,0.257,0.178,0.251,0.987
Toi + Moi,Variété Française,spotify:track:5YPn4ZYnCxKRZ3pfjpS2SH,https://p.scdn.co/mp3-preview/9b1cf8fd89dedcee320461d9945a6f7349358fb0?cid=044f973e13634ba3becdcb523d0f964f,variete francaise,0.589,0.85,0.259,0.00991
Otro Año Que Pasa,Dilbert Aguilar y su Orquesta La Tribu,spotify:track:0joqSXwkAcqzHUypjA6PCC,https://p.scdn.co/mp3-preview/0a9a9a05dc62cbdae456b704092a789bfde48322?cid=044f973e13634ba3becdcb523d0f964f,cumbia peruana,0.737,0.699,0.932,0.329
I Know I'll Never Love This Way Again,Glendon Smith,spotify:track:7r71xDrsgZh8PRrpqzFxTK,https://p.scdn.co/mp3-preview/b3ada79ae68cff1d238242ed14e1043633ecebfb?cid=044f973e13634ba3becdcb523d0f964f,smooth saxophone,0.514,0.383,0.308,0.688
Lam & Gelukkig (Paniek In De Tent Remix),DJ Maurice,spotify:track:1XRMKjwlOqCQls4PuYwyeh,https://p.scdn.co/mp3-preview/f59593ff47b23ccada44648ff754ee8be0ad1e2d?cid=044f973e13634ba3becdcb523d0f964f,nederlandse hardstyle,0.391,0.827,0.0798,0.0306
Lantunan Suci Ayat Kursi (Verse of The Throne) Edisi Bahasa Arab,Jannah Firdaus Mediapro,spotify:track:77xEyAEVr7w2aJpWSPkJ0M,https://p.scdn.co/mp3-preview/3ebcc2a4c3aec5698ba35d881483c0e14e5bbc56?cid=044f973e13634ba3becdcb523d0f964f,zikir,0.313,0.139,0.422,0.892
You're Tearing Me Apart (Pop Remix),The Gregory Brothers,spotify:track:3cEckG2yedtVvBgAESE6L0,https://p.scdn.co/mp3-preview/67373de3e4b8112584b86d563b18b6bc25cb0f6a?cid=044f973e13634ba3becdcb523d0f964f,antiviral pop,0.67,0.787,0.499,0.226
Vila Urulokenya,Metal Styx,spotify:track:2Rg78W69JZ3GPJdi16Oj0C,https://p.scdn.co/mp3-preview/0338229a66f2b55b4ca733f72dec0310d443ba82?cid=044f973e13634ba3becdcb523d0f964f,russian metal,0.388,0.826,0.309,5.11e-06
Caught Up in the Rapture,Anita Baker,spotify:track:1Df1rxgMob1qQudexDEKuu,https://p.scdn.co/mp3-preview/d0b6f25512d1293e1c65a84ac9db7ae36495a7cf?cid=044f973e13634ba3becdcb523d0f964f,jazz rap,0.593,0.506,0.378,0.412
Pilu Ragmala in Rupak,Alam Khan,spotify:track:2KQVqgVWDSThJqcQniIson,https://p.scdn.co/mp3-preview/0533f6d68f248a945180830ff0ef0d40684d9ecf?cid=044f973e13634ba3becdcb523d0f964f,sarod,0.517,0.294,0.176,0.904
Ummati - Arabic Version,Maher Zain,spotify:track:05rgeKiz2BG4NGKF8j3PTi,https://p.scdn.co/mp3-preview/fc151ae1439768113c5acc755125249beabf8b71?cid=044f973e13634ba3becdcb523d0f964f,sholawat,0.18,0.494,0.254,0.336
Cade o Isqueiro - Ao Vivo,Dj Cabide,spotify:track:6pUMgysuPNoxFdODtG7L3G,https://p.scdn.co/mp3-preview/fa3adb2ebc69c23da26fa9951d42eed0a1018ce9?cid=044f973e13634ba3becdcb523d0f964f,funk das antigas,0.801,0.815,0.596,0.109
And Huomentally Unsane,Oikeusjyva,spotify:track:1c08WKhQq3oigGJxyfIIhh,https://p.scdn.co/mp3-preview/9660bfb021f34f13749d20e7b1408a8c6b2ecf18?cid=044f973e13634ba3becdcb523d0f964f,suomisaundi,0.532,0.999,0.545,0.000247
Background - En Vivo,Trueno,spotify:track:4hwA3trO27i8qx9VuNd8CU,https://p.scdn.co/mp3-preview/c125baf5eeb9b91f4ffeafc6b9e47a3f2e35860b?cid=044f973e13634ba3becdcb523d0f964f,freestyle,0.732,0.862,0.858,0.621
Rock And Roll Queens,Blue Cheer,spotify:track:1Sar1kR7STTBBknxz2zdwp,https://p.scdn.co/mp3-preview/9aa91a857c83dc7cfb12eb804153526a5b54b72e?cid=044f973e13634ba3becdcb523d0f964f,acid rock,0.418,0.692,0.772,0.185
I Like It Anyway,Sun-El Musician,spotify:track:2UUrKZksVNBmdFAqJcNmuF,https://p.scdn.co/mp3-preview/04c2c2ddd7ad59f8ef675f0eedef68256fcea676?cid=044f973e13634ba3becdcb523d0f964f,african electronic,0.599,0.561,0.177,0.425
An der Theke,Peter Wackel,spotify:track:2Sq13BoU7YiC36l5n5jOrl,https://p.scdn.co/mp3-preview/4d6da01c7e6d6684693c8ea50c8fe940a3f01e30?cid=044f973e13634ba3becdcb523d0f964f,yodeling,0.652,0.97,0.805,0.0123
"Keyboard Sonata II in F Major, Wq. 56/4: I. Andantino",Byron Schenkman,spotify:track:4YxwnBIXagkrWqFxxRE7tE,https://p.scdn.co/mp3-preview/3fa1947b44cd6ca44b9dff4ba48b85aa455c73f4?cid=044f973e13634ba3becdcb523d0f964f,historical keyboard,0.379,0.201,0.326,0.799
Lost In Love - ATB Radio Edit,Trance Allstars,spotify:track:29fU0xUNAroKbpJ21wgoDJ,,tech trance,0.68,0.983,0.727,0.0702
I'm Just a Kid,Simple Plan,spotify:track:3gqKR7mK1aOK7kr80pRFWI,https://p.scdn.co/mp3-preview/37501478d111b4a4a24af1ba497f4b8987bfff5b?cid=044f973e13634ba3becdcb523d0f964f,canadian pop punk,0.527,0.834,0.423,0.00109
A Model of the Universe,Jóhann Jóhannsson,spotify:track:5ay0cvjtVAbMLOe8gTadFh,https://p.scdn.co/mp3-preview/aec63a67a52aec61004872eef00ce95849f6002e?cid=044f973e13634ba3becdcb523d0f964f,nordic soundtrack,0.336,0.044,0.0666,0.982
Alla fine dei conti - Postal Market Remix,Gatto Ciliegia Contro Il Grande Freddo,spotify:track:7crCB1t2gNHgM1iNVkohmV,https://p.scdn.co/mp3-preview/f80ff8c3f1d1ebeaab4be334704bba76df552188?cid=044f973e13634ba3becdcb523d0f964f,italian post rock,0.589,0.942,0.408,0.442
In C,Terry Riley,spotify:track:4O1XVmn41lyBD5nHVpGGA8,,tzadik,0.712,0.197,0.16,0.945
